Latitude;Longitude;State;City;Street;HouseNumber;PostCode
44.8090926;-68.7914490;ME;Bangor;Fifteenth Street;64;04401
44.8089526;-68.7911460;ME;Bangor;Beecher Park;39;04401
44.8092274;-68.7913158;ME;Bangor;Fifteenth Street;58;04401
44.8092761;-68.7908603;ME;Bangor;Beecher Park;17;04401
44.8095284;-68.7909859;ME;Bangor;Beecher Park;13;04401
44.8091143;-68.7909937;ME;Bangor;Beecher Park;33;04401
44.8110033;-68.7901838;ME;Bangor;Ohio Street;466;04401
44.8081382;-68.7913323;ME;Bangor;Union Street;577;04401
44.8083045;-68.7912053;ME;Bangor;Beecher Park;54;04401
44.8084887;-68.7910276;ME;Bangor;Beecher Park;48;04401
44.8086865;-68.7908561;ME;Bangor;Beecher Park;42;04401
44.8088662;-68.7906658;ME;Bangor;Beecher Park;36;04401
44.8097754;-68.7906878;ME;Bangor;Beecher Park;4;04401
44.8094100;-68.7902339;ME;Bangor;Beecher Park;16;04401
44.8096310;-68.7904480;ME;Bangor;Beecher Park;10;04401
44.8108766;-68.7898365;ME;Bangor;Ohio Street;458;04401
44.8102472;-68.7902308;ME;Bangor;Fifteenth Street;22;04401
44.8104883;-68.7891613;ME;Bangor;Ohio Street;440;04401
44.8104631;-68.7901352;ME;Bangor;Fifteenth Street;18;04401
44.8108043;-68.7896407;ME;Bangor;Ohio Street;454;04401
44.8107049;-68.7894388;ME;Bangor;Ohio Street;450;04401
44.8106370;-68.7892683;ME;Bangor;Ohio Street;446;04401
44.8079485;-68.7909853;ME;Bangor;Union Street;569;04401
44.8077766;-68.7905306;ME;Bangor;Union Street;559;04401
44.8102888;-68.7883654;ME;Bangor;Ohio Street;422;04401
44.8096753;-68.7876531;ME;Bangor;Stone Street;12;04401
44.8098208;-68.7884682;ME;Bangor;Fourteenth Street;19;04401
44.8096369;-68.7887977;ME;Bangor;Fourteenth Street;25;04401
44.8101938;-68.7881191;ME;Bangor;Ohio Street;416;04401
44.8081090;-68.7901311;ME;Bangor;Fourteenth Street;79;04401
44.8082348;-68.7900231;ME;Bangor;Fourteenth Street;75;04401
44.8083516;-68.7899026;ME;Bangor;Fourteenth Street;71;04401
44.8084594;-68.7897694;ME;Bangor;Fourteenth Street;65;04401
44.8091493;-68.7904055;ME;Bangor;Beecher Park;26;04401
44.8085583;-68.7896932;ME;Bangor;Fourteenth Street;63;04401
44.8087110;-68.7895093;ME;Bangor;Fourteenth Street;57;04401
44.8088368;-68.7894013;ME;Bangor;Fourteenth Street;53;04401
44.8089491;-68.7892808;ME;Bangor;Fourteenth Street;49;04401
44.8090704;-68.7891602;ME;Bangor;Fourteenth Street;43;04401
44.8086543;-68.7880678;ME;Bangor;Kineo Street;19;04401
44.8079193;-68.7897587;ME;Bangor;Fourteenth Street;80;04401
44.8078069;-68.7898729;ME;Bangor;Fourteenth Street;84;04401
44.8073429;-68.7896154;ME;Bangor;Union Street;541;04401
44.8072300;-68.7894135;ME;Bangor;Union Street;535;04401
44.8070582;-68.7890284;ME;Bangor;Union Street;525;04401
44.8069769;-68.7888643;ME;Bangor;Union Street;523;04401
44.8081799;-68.7895049;ME;Bangor;Fourteenth Street;70;04401
44.8068052;-68.7885172;ME;Bangor;Union Street;513;04401
44.8076150;-68.7882866;ME;Bangor;Katahdin Street;31;04401
44.8083597;-68.7893841;ME;Bangor;Fourteenth Street;64;04401
44.8084314;-68.7892447;ME;Bangor;Fourteenth Street;62;04401
44.8082598;-68.7889292;ME;Bangor;Katahdin Street;11;04401
44.8081830;-68.7887714;ME;Bangor;Katahdin Street;15;04401
44.8081062;-68.7886199;ME;Bangor;Katahdin Street;19;04401
44.8080384;-68.7884621;ME;Bangor;Katahdin Street;23;04401
44.8079526;-68.7882980;ME;Bangor;Katahdin Street;27;04401
44.8078215;-68.7880203;ME;Bangor;Katahdin Street;35;04401
44.8086741;-68.7890478;ME;Bangor;Fourteenth Street;54;04401
44.8088000;-68.7889462;ME;Bangor;Fourteenth Street;50;04401
44.8088762;-68.7887878;ME;Bangor;Fourteenth Street;46;04401
44.8089886;-68.7886926;ME;Bangor;Fourteenth Street;42;04401
44.8085294;-68.7886816;ME;Bangor;Katahdin Street;12;04401
44.8084481;-68.7885049;ME;Bangor;Katahdin Street;16;04401
44.8083668;-68.7883471;ME;Bangor;Katahdin Street;20;04401
44.8082311;-68.7880125;ME;Bangor;Katahdin Street;28;04401
44.8084194;-68.7876198;ME;Bangor;Kineo Street;31;04401
44.8088168;-68.7883138;ME;Bangor;Kineo Street;11;04401
44.8087491;-68.7882192;ME;Bangor;Kineo Street;17;04401
44.8085097;-68.7877649;ME;Bangor;Kineo Street;27;04401
44.8095637;-68.7881720;ME;Bangor;Fourteenth Street;22;04401
44.8094469;-68.7882862;ME;Bangor;Fourteenth Street;26;04401
44.8092250;-68.7875536;ME;Bangor;Stone Street;19;04401
44.8091257;-68.7873832;ME;Bangor;Stone Street;25;04401
44.8087569;-68.7875490;ME;Bangor;Kineo Street;24;04401
44.8089420;-68.7878391;ME;Bangor;Kineo Street;20;04401
44.8091045;-68.7881104;ME;Bangor;Kineo Street;12;04401
44.8093346;-68.7883941;ME;Bangor;Fourteenth Street;30;04401
44.8099098;-68.7878925;ME;Bangor;Fourteenth Street;8;04401
44.8100492;-68.7877972;ME;Bangor;Fourteenth Street;6;04401
44.8100352;-68.7875759;ME;Bangor;Ohio Street;404;04401
44.8099987;-68.7873041;ME;Bangor;Ohio Street;398;04401
44.8098273;-68.7870771;ME;Bangor;Ohio Street;394;04401
44.8063533;-68.7875578;ME;Bangor;Union Street;487;04401
44.8068163;-68.7872210;ME;Bangor;Wiley Street;93;04401
44.8071355;-68.7870365;ME;Bangor;Wiley Street;85;04401
44.8073918;-68.7868711;ME;Bangor;Wiley Street;75;04401
44.8075761;-68.7867756;ME;Bangor;Wiley Street;69;04401
44.8077740;-68.7866547;ME;Bangor;Wiley Street;63;04401
44.8079680;-68.7869196;ME;Bangor;Wiley Street;61;04401
44.8079853;-68.7865401;ME;Bangor;Wiley Street;57;04401
44.8084035;-68.7863047;ME;Bangor;Wiley Street;43;04401
44.8086282;-68.7861268;ME;Bangor;Wiley Street;35;04401
44.8098255;-68.7861097;ME;Bangor;Ohio Street;374;04401
44.8093889;-68.7861556;ME;Bangor;Abbott Lane;15;04401
44.8095013;-68.7860919;ME;Bangor;Abbott Lane;11;04401
44.8094376;-68.7856938;ME;Bangor;Wiley Street;11;04401
44.8091408;-68.7858277;ME;Bangor;Wiley Street;19;04401
44.8089204;-68.7859360;ME;Bangor;Wiley Street;27;04401
44.8087810;-68.7860124;ME;Bangor;Wiley Street;31;04401
44.8092360;-68.7861878;ME;Bangor;Abbott Lane;21;04401
44.8096219;-68.7855730;ME;Bangor;Ohio Street;362;04401
44.8064827;-68.7869567;ME;Bangor;Wiley Street;102;04401
44.8066220;-68.7868297;ME;Bangor;Wiley Street;96;04401
44.8068829;-68.7867212;ME;Bangor;Wiley Street;90;04401
44.8073549;-68.7864287;ME;Bangor;Wiley Street;74;04401
44.8078945;-68.7861105;ME;Bangor;Wiley Street;56;04401
44.8080248;-68.7860215;ME;Bangor;Wiley Street;52;04401
44.8081463;-68.7859642;ME;Bangor;Wiley Street;48;04401
44.8082676;-68.7858752;ME;Bangor;Wiley Street;46;04401
44.8086498;-68.7856335;ME;Bangor;Wiley Street;32;04401
44.8089106;-68.7855061;ME;Bangor;Wiley Street;26;04401
44.8090455;-68.7854297;ME;Bangor;Wiley Street;20;04401
44.8093289;-68.7853275;ME;Bangor;Wiley Street;12;04401
44.8096212;-68.7852126;ME;Bangor;Ohio Street;354;04401
44.8095445;-68.7850864;ME;Bangor;Ohio Street;352;04401
44.8095170;-68.7848273;ME;Bangor;Ohio Street;344;04401
44.8093814;-68.7845622;ME;Bangor;Ohio Street;338;04401
44.8105860;-68.7836409;ME;Bangor;Kossuth Street;31;04401
44.8104866;-68.7834263;ME;Bangor;Kossuth Street;31;04401
44.8111364;-68.7891274;ME;Bangor;Ohio Street;449;04401
44.7996629;-68.7964900;ME;Bangor;Dean Street;22;04401
44.8066410;-68.7710797;ME;Bangor;Center Street;91;04401
44.8065285;-68.7710612;ME;Bangor;Center Street;89;04401
44.8070284;-68.7712236;ME;Bangor;Center Street;99;04401
44.8094372;-68.7715619;ME;Bangor;South Park Street;53;04401
44.8095953;-68.7718648;ME;Bangor;Center Street;175;04401
44.8096854;-68.7718897;ME;Bangor;Center Street;179;04401
44.8099151;-68.7719520;ME;Bangor;Center Street;185;04401
44.8155599;-68.7744403;ME;Bangor;Grant Street;91;04401
44.8156900;-68.7742311;ME;Bangor;Grant Street;95;04401
44.8089125;-68.7530250;ME;Bangor;State Street;412;04401
44.8147126;-68.7584702;ME;Bangor;Mt Hope Avenue;176;04401
44.8147712;-68.7585205;ME;Bangor;Mt Hope Avenue;176;04401
44.8062338;-68.7633803;ME;Bangor;Forest Avenue;38;04401
44.8111972;-68.7584785;ME;Bangor;Fern Street;125;04401
44.8063558;-68.7938425;ME;Bangor;Fifteenth Street;162;04401
44.8278709;-68.8039428;ME;Bangor;Kenduskeag Avenue;884;04401
44.8245138;-68.7843667;ME;Bangor;Garrison Way;4;04401
44.8244553;-68.7843480;ME;Bangor;Garrison Way;6;04401
44.8244012;-68.7843355;ME;Bangor;Garrison Way;8;04401
44.8242757;-68.7846016;ME;Bangor;Garrison Way;1;04401
44.8242441;-68.7845385;ME;Bangor;Garrison Way;3;04401
44.8242124;-68.7844754;ME;Bangor;Garrison Way;5;04401
44.8241808;-68.7844059;ME;Bangor;Garrison Way;7;04401
44.8203639;-68.7917183;ME;Bangor;Kenduskeag Avenue;539;04401
44.8206838;-68.7918816;ME;Bangor;Kenduskeag Avenue;541;04401
44.8000876;-68.7999150;ME;Bangor;Plaisted Street;36;04401
44.8001702;-68.7932640;ME;Bangor;Allen Street;28;04401
44.8002560;-68.7934280;ME;Bangor;Allen Street;34;04401
44.8010965;-68.7952016;ME;Bangor;Allen Street;74;04401
44.8003161;-68.7917841;ME;Bangor;Thirteenth Street;16;04401
44.8000197;-68.7921898;ME;Bangor;Allen Street;3;04401
44.8001372;-68.7924359;ME;Bangor;Allen Street;13;04401
44.8002185;-68.7925937;ME;Bangor;Allen Street;17;04401
44.8002954;-68.7927704;ME;Bangor;Allen Street;21;04401
44.8003632;-68.7929409;ME;Bangor;Allen Street;25;04401
44.8007787;-68.7936980;ME;Bangor;Allen Street;45;04401
44.8259012;-68.7558050;ME;Bangor;Stillwater Avenue;469;04401
44.8259506;-68.7557605;ME;Bangor;Stillwater Avenue;471;04401
44.8260090;-68.7557160;ME;Bangor;Stillwater Avenue;473;04401
44.8260674;-68.7556651;ME;Bangor;Stillwater Avenue;475;04401
44.8261393;-68.7556016;ME;Bangor;Stillwater Avenue;477;04401
44.8262112;-68.7555443;ME;Bangor;Stillwater Avenue;479;04401
44.8275696;-68.7572527;ME;Bangor;Stillwater Avenue;480;04401
44.8279841;-68.7573964;ME;Bangor;Stillwater Avenue;490;04401
44.8015287;-68.7952949;ME;Bangor;Allen Street;87;04401
44.8062336;-68.7909978;ME;Bangor;Russell Street;19;04401
44.8201019;-68.7911817;ME;Bangor;Basketball Court;31;04401
44.8200350;-68.7915297;ME;Bangor;Basketball Court;20;04401
44.8201698;-68.7913838;ME;Bangor;Basketball Court;40;04401
44.8044000;-68.7950697;ME;Bangor;Wood Street;23;04401
44.8046078;-68.7954800;ME;Bangor;Wood Street;35;04401
44.8001514;-68.7978222;ME;Bangor;Fourteenth Street;351;04401
44.8010622;-68.7987231;ME;Bangor;Bryant Street;13;04401
44.8013282;-68.7989561;ME;Bangor;Bryant Street;20;04401
44.8012554;-68.7985011;ME;Bangor;Bryant Street;21;04401
44.8013811;-68.7983553;ME;Bangor;Bryant Street;27;04401
44.8013339;-68.7996389;ME;Bangor;Woodbury Street;11;04401
44.8017123;-68.7998209;ME;Bangor;Woodbury Street;18;04401
44.8018614;-68.8001238;ME;Bangor;Woodbury Street;20;04401
44.8107726;-68.7895650;ME;Bangor;Ohio Street;452;04401
44.8096030;-68.7875269;ME;Bangor;Stone Street;16;04401
44.8095127;-68.7873565;ME;Bangor;Stone Street;20;04401
44.8094314;-68.7872051;ME;Bangor;Stone Street;24;04401
44.8097182;-68.7914025;ME;Bangor;Fifteenth Street;47;04401
44.8095475;-68.7915738;ME;Bangor;Fifteenth Street;53;04401
44.8091048;-68.7858405;ME;Bangor;Wiley Street;21;04401
44.8007521;-68.7890198;ME;Bangor;Webster Avenue North;27;04401
44.8008645;-68.7889309;ME;Bangor;Webster Avenue North;31;04401
44.8035818;-68.7981263;ME;Bangor;Fairfax Street;66;04401
44.8042160;-68.7978776;ME;Bangor;Brookline Avenue;257;04401
44.8043442;-68.7965557;ME;Bangor;Ralph Street;49;04401
44.7994938;-68.7950871;ME;Bangor;Hammond Street;649;04401
44.8018384;-68.7973295;ME;Bangor;Mclaughlin Street;50;04401
44.8022168;-68.7975052;ME;Bangor;Allen Street;130;04401
44.8025271;-68.7973524;ME;Bangor;Allen Street;133;04401
44.8024025;-68.7955952;ME;Bangor;Fourteenth Street;273;04401
44.8067957;-68.7931581;ME;Bangor;Hannibal Street;31;04401
44.8070004;-68.7918675;ME;Bangor;Eddyway Street;26;04401
44.8066678;-68.7921469;ME;Bangor;Eddyway Street;38;04401
44.8064476;-68.7923564;ME;Bangor;Hannibal Street;11;04401
44.8017875;-68.7940042;ME;Bangor;Dexter Street;24;04401
44.8019222;-68.7938583;ME;Bangor;Dexter Street;28;04401
44.8020571;-68.7937567;ME;Bangor;Dexter Street;32;04401
44.8021694;-68.7936109;ME;Bangor;Dexter Street;36;04401
44.8046063;-68.7896696;ME;Bangor;Thirteenth Street;146;04401
44.8005383;-68.7951782;ME;Bangor;Perkins Street;41;04401
44.8004734;-68.7916887;ME;Bangor;Thirteenth Street;20;04401
44.8006848;-68.7915868;ME;Bangor;Thirteenth Street;26;04401
44.8001383;-68.7905583;ME;Bangor;Hammond Street;557;04401
44.8007125;-68.7895067;ME;Bangor;Webster Avenue North;20;04401
44.8100000;-68.7904341;ME;Bangor;Fifteenth Street;30;04401
44.8081518;-68.7864889;ME;Bangor;Wiley Street;53;04401
44.8070097;-68.7871254;ME;Bangor;Wiley Street;87;04401
44.8060775;-68.7869139;ME;Bangor;Union Street;473;04401
44.8071347;-68.7865686;ME;Bangor;Wiley Street;80;04401
44.8076472;-68.7862569;ME;Bangor;Wiley Street;62;04401
44.8085239;-68.7857351;ME;Bangor;Wiley Street;38;04401
44.8047368;-68.7824425;ME;Bangor;James Street;74;04401
44.8136646;-68.7697620;ME;Bangor;Pine Street;380;04401
44.8033650;-68.7977288;ME;Bangor;Fairfax Street;54;04401
44.8095580;-68.7538632;ME;Bangor;State Street;404;04401
44.8310390;-68.8035526;ME;Bangor;Deer Pond Lane;39;04401
44.8123733;-68.7986268;ME;Bangor;Westland Street;63;04401
44.8307216;-68.7731540;ME;Bangor;Labarca Lane;98;04401
44.8305424;-68.7735596;ME;Bangor;Labarca Lane;100;04401
44.8307186;-68.7739257;ME;Bangor;Labarca Lane;69;04401
44.8296209;-68.7741894;ME;Bangor;Grandview Avenue;600;04401
44.8295280;-68.7750373;ME;Bangor;Grandview Avenue;582;04401
44.8294343;-68.7754551;ME;Bangor;Grandview Avenue;574;04401
44.8310484;-68.7745507;ME;Bangor;Whisper Drive;47;04401
44.8309044;-68.7745259;ME;Bangor;Whisper Drive;43;04401
44.8305711;-68.7744387;ME;Bangor;Whisper Drive;35;04401
44.8303866;-68.7744331;ME;Bangor;Whisper Drive;31;04401
44.8300807;-68.7745228;ME;Bangor;Whisper Drive;21;04401
44.8302291;-68.7744590;ME;Bangor;Whisper Drive;25;04401
44.8300053;-68.7751366;ME;Bangor;Whisper Drive;20;04401
44.8305408;-68.7750270;ME;Bangor;Whisper Drive;36;04401
44.8309235;-68.7751141;ME;Bangor;Whisper Drive;48;04401
44.8307569;-68.7750705;ME;Bangor;Whisper Drive;44;04401
44.8310856;-68.7751261;ME;Bangor;Whisper Drive;52;04401
44.8039688;-68.7981060;ME;Bangor;Brookline Avenue;265;04401
44.8094659;-68.7887983;ME;Bangor;Fourteenth Street;27;04401
44.8044910;-68.7930842;ME;Bangor;Fourteenth Street;200;04401
44.8047425;-68.7928114;ME;Bangor;Fourteenth Street;192;04401
44.8029714;-68.7991274;ME;Bangor;Allen Street;170;04401
44.8025336;-68.7959488;ME;Bangor;Fairfax Street;12;04401
44.8026015;-68.7961130;ME;Bangor;Fairfax Street;16;04401
44.8066686;-68.7900857;ME;Bangor;Frances Street;9;04401
44.8015003;-68.7895355;ME;Bangor;Elizabeth Avenue;43;04401
44.8012512;-68.7887082;ME;Bangor;Webster Avenue North;41;04401
44.8011298;-68.7887718;ME;Bangor;Webster Avenue North;37;04401
44.8014892;-68.7884038;ME;Bangor;Webster Avenue North;51;04401
44.8020825;-68.7784631;ME;Bangor;Hudson Street;18;04401
44.8014003;-68.7890174;ME;Bangor;Webster Avenue North;44;04401
44.8016261;-68.7894591;ME;Bangor;Elizabeth Avenue;47;04401
44.8126877;-68.8007567;ME;Bangor;Union Street;837;04401
44.8016104;-68.7882643;ME;Bangor;Webster Avenue North;53;04401
44.8014169;-68.7858689;ME;Bangor;West Broadway;75;04401
44.8034569;-68.7840153;ME;Bangor;West Broadway;19;04401
44.8029715;-68.7843964;ME;Bangor;West Broadway;29;04401
44.8026930;-68.7846693;ME;Bangor;West Broadway;39;04401
44.8018527;-68.7854311;ME;Bangor;West Broadway;65;04401
44.8016686;-68.7856847;ME;Bangor;West Broadway;69;04401
44.8100322;-68.7719832;ME;Bangor;Center Street;189;04401
44.8100811;-68.7716731;ME;Bangor;Center Street;189;04401
44.8052193;-68.8027551;ME;Bangor;Cleveland Street;22;04401
44.8099711;-68.7968711;ME;Bangor;Longrale Park;13;04401
44.8086348;-68.7946058;ME;Bangor;Sunset Avenue;19;04401
44.8023617;-68.7785696;ME;Bangor;Hudson Street;13;04401
44.8099283;-68.7718255;ME;Bangor;Center Street;187;04401
44.8011053;-68.7736494;ME;Bangor;North High Street;13;04401
44.8098038;-68.7964417;ME;Bangor;Longrale Park;12;04401
44.8087606;-68.7944789;ME;Bangor;Sunset Avenue;13;04401
44.8099476;-68.7963084;ME;Bangor;Longrale Park;8;04401
44.8026867;-68.7790362;ME;Bangor;Chatham Street;10;04401
44.8010990;-68.7991592;ME;Bangor;Bryant Street;12;04401
44.8098244;-68.7879750;ME;Bangor;Fourteenth Street;12;04401
44.8064622;-68.7904911;ME;Bangor;Frances Street;14;04401
44.8015683;-68.7998340;ME;Bangor;Woodbury Street;14;04401
44.8058238;-68.7909044;ME;Bangor;Russell Street;16;04401
44.8091760;-68.7854229;ME;Bangor;Wiley Street;18;04401
44.8038729;-68.7947744;ME;Bangor;Wood Street;18;04401
44.8040308;-68.7950078;ME;Bangor;Wood Street;20;04401
44.8020317;-68.7997123;ME;Bangor;Woodbury Street;28;04401
44.8015573;-68.7987340;ME;Bangor;Bryant Street;30;04401
44.8084025;-68.7858051;ME;Bangor;Wiley Street;40;04401
44.8005317;-68.7940150;ME;Bangor;Allen Street;48;04401
44.8087056;-68.7964708;ME;Bangor;Longrale Park;50;04401
44.8093892;-68.7911634;ME;Bangor;Fifteenth Street;54;04401
44.8085888;-68.7965851;ME;Bangor;Longrale Park;54;04401
44.8084270;-68.7967374;ME;Bangor;Longrale Park;58;04401
44.8012908;-68.7956434;ME;Bangor;Allen Street;88;04401
44.8048635;-68.7852050;ME;Bangor;Union Street;428;04401
44.8270382;-68.7571221;ME;Bangor;Stillwater Avenue;482;04401
44.8283263;-68.7574772;ME;Bangor;Stillwater Avenue;496;04401
44.8229384;-68.7796229;ME;Bangor;Broadway;652;04401
44.8237538;-68.7800119;ME;Bangor;Broadway;676;04401
44.8025868;-68.7785750;ME;Bangor;Hudson Street;5;04401
44.8025598;-68.7786004;ME;Bangor;Hudson Street;7;04401
44.8041243;-68.7944258;ME;Bangor;Wood Street;9;04401
44.8067319;-68.7902878;ME;Bangor;Frances Street;13;04401
44.8274798;-68.8042225;ME;Bangor;Griffin Road;15;04401
44.8162699;-68.7584510;ME;Bangor;Hemlock Street;15;04401
44.7999152;-68.7940867;ME;Bangor;Perkins Street;15;04401
44.8061478;-68.7908590;ME;Bangor;Russell Street;15;04401
44.8093018;-68.7877177;ME;Bangor;Stone Street;15;04401
44.8042102;-68.7946025;ME;Bangor;Wood Street;15;04401
44.7999966;-68.7943014;ME;Bangor;Perkins Street;17;04401
44.8003391;-68.7945720;ME;Bangor;Perkins Street;27;04401
44.8000911;-68.7993840;ME;Bangor;Plaisted Street;33;04401
44.7998504;-68.7718715;ME;Bangor;Water Street;6;04401
44.8282928;-68.7695519;ME;Bangor;Essex Street;751;04401
44.7970612;-68.7795065;ME;Bangor;Third Street;120;04401
44.8199129;-68.7912456;ME;Bangor;Basketball Court;13;04401
44.8198949;-68.7912140;ME;Bangor;Basketball Court;15;04401
44.8198768;-68.7911698;ME;Bangor;Basketball Court;17;04401
44.8200793;-68.7911438;ME;Bangor;Basketball Court;33;04401
44.8200612;-68.7910933;ME;Bangor;Basketball Court;35;04401
44.8200431;-68.7910491;ME;Bangor;Basketball Court;37;04401
44.8200531;-68.7915929;ME;Bangor;Basketball Court;22;04401
44.8200712;-68.7916308;ME;Bangor;Basketball Court;24;04401
44.8200848;-68.7916687;ME;Bangor;Basketball Court;26;04401
44.8202014;-68.7914469;ME;Bangor;Basketball Court;42;04401
44.8202150;-68.7914848;ME;Bangor;Basketball Court;44;04401
44.8202285;-68.7915227;ME;Bangor;Basketball Court;46;04401
44.7923770;-68.7826090;ME;Bangor;Lincoln Street;156;04401
44.7924673;-68.7827604;ME;Bangor;Lincoln Street;160;04401
44.7926077;-68.7831897;ME;Bangor;Lincoln Street;170;04401
44.7915182;-68.7807286;ME;Bangor;Lincoln Street;110;04401
44.7916267;-68.7809873;ME;Bangor;Lincoln Street;116;04401
44.7920364;-68.7810490;ME;Bangor;Lincoln Street;123;04401
44.7923891;-68.7818884;ME;Bangor;Lincoln Street;143;04401
44.7921690;-68.7821104;ME;Bangor;Lincoln Street;144;04401
44.8088516;-68.7975515;ME;Bangor;Longrale Park;41;04401
44.8098575;-68.7912819;ME;Bangor;Fifteenth Street;43;04401
44.8007690;-68.7958539;ME;Bangor;Perkins Street;57;04401
44.8023728;-68.7660388;ME;Bangor;Pine Street;57;04401
44.8024673;-68.7660448;ME;Bangor;Pine Street;59;04401
44.8064114;-68.7710237;ME;Bangor;Center Street;85;04401
44.8064609;-68.7710425;ME;Bangor;Center Street;87;04401
44.8067807;-68.7711361;ME;Bangor;Center Street;95;04401
44.8068347;-68.7711548;ME;Bangor;Center Street;97;04401
44.8157987;-68.7745342;ME;Bangor;Grant Street;99;04401
44.8044673;-68.7667732;ME;Bangor;Pine Street;115;04401
44.8045078;-68.7667857;ME;Bangor;Pine Street;117;04401
44.8074382;-68.7828244;ME;Bangor;Thomas Hill Road;41;04401
44.8075100;-68.7899499;ME;Bangor;Union Street;551;04401
44.8215188;-68.7764029;ME;Bangor;Broadway;585;04401
44.7996978;-68.7933415;ME;Bangor;Hammond Street;609;04401
44.7997078;-68.7933415;ME;Bangor;Hammond Street;611;04401
44.8232653;-68.7764467;ME;Bangor;Broadway;615;04401
44.7996889;-68.7934427;ME;Bangor;Hammond Street;619;04401
44.8237199;-68.7764576;ME;Bangor;Broadway;621;04401
44.8237876;-68.7765269;ME;Bangor;Broadway;623;04401
44.8241889;-68.7769238;ME;Bangor;Broadway;627;04401
44.8242611;-68.7769995;ME;Bangor;Broadway;629;04401
44.8227061;-68.7782071;ME;Bangor;Broadway;633;04401
44.8243693;-68.7770939;ME;Bangor;Broadway;635;04401
44.8244595;-68.7771884;ME;Bangor;Broadway;639;04401
44.8304052;-68.7509218;ME;Bangor;Stillwater Avenue;639;04401
44.8295092;-68.7487498;ME;Bangor;Stillwater Avenue;641;04401
44.8245722;-68.7772955;ME;Bangor;Broadway;647;04401
44.8246715;-68.7773900;ME;Bangor;Broadway;649;04401
44.8250457;-68.7777364;ME;Bangor;Broadway;653;04401
44.8245454;-68.7796990;ME;Bangor;Broadway;699;04401
44.8129397;-68.8007495;ME;Bangor;Union Street;841;04401
44.8094460;-68.7714796;ME;Bangor;South Park Street;55;04401
44.8097169;-68.7719022;ME;Bangor;Center Street;181;04401
44.8098160;-68.7719018;ME;Bangor;Center Street;183;04401
44.8238129;-68.7874621;ME;Bangor;Fieldstone Drive;15;04401
44.8239841;-68.7875057;ME;Bangor;Fieldstone Drive;17;04401
44.8156185;-68.7744653;ME;Bangor;Grant Street;93;04401
44.8157671;-68.7745217;ME;Bangor;Grant Street;97;04401
44.8157758;-68.7743572;ME;Bangor;Grant Street;97;04401
44.8161749;-68.7582301;ME;Bangor;Hemlock Street;17;04401
44.8011054;-68.7737063;ME;Bangor;High Street;13;04401
44.8025485;-68.7661140;ME;Bangor;Pine Street;61;04401
44.8043659;-68.7667420;ME;Bangor;Pine Street;111;04401
44.8044110;-68.7667545;ME;Bangor;Pine Street;113;04401
44.8071012;-68.7563395;ME;Bangor;State Street;333;04401
44.8110014;-68.7704808;ME;Bangor;Broadway;250;04401
44.8043418;-68.7977570;ME;Bangor;Brookline Avenue;251;04401
44.8021196;-68.7790636;ME;Bangor;Union Street;275;04401
44.8094039;-68.7968288;ME;Bangor;Longrale Park;26;04401
44.8024599;-68.7781013;ME;Bangor;Hudson Street;8;04401
44.8009382;-68.7948291;ME;Bangor;Allen Street;66;04401
44.8011277;-68.7735925;ME;Bangor;North High Street;11;04401
44.8300992;-68.7530041;ME;Bangor;Stillwater Avenue;605;04401
44.8015466;-68.8055430;ME;Bangor;Corporate Drive;95;04401
44.7926034;-68.7786195;ME;Bangor;Sidney Street;50;04401
44.7933248;-68.7839519;ME;Bangor;Lincoln Street;195;04401
44.7934152;-68.7841665;ME;Bangor;Lincoln Street;201;04401
44.7935508;-68.7844441;ME;Bangor;Lincoln Street;207;04401
44.7932135;-68.7870055;ME;Bangor;Hewey Street;10;04401
44.7939818;-68.7862631;ME;Bangor;Lincoln Street;246;04401
44.7936891;-68.7910810;ME;Bangor;Norway Road;247;04401
44.8043079;-68.7817739;ME;Bangor;Charles Street;43;04401
44.8041551;-68.7818946;ME;Bangor;Charles Street;49;04401
44.8040293;-68.7820279;ME;Bangor;Charles Street;53;04401
44.8039250;-68.7816236;ME;Bangor;Charles Street;50;04401
44.8035567;-68.7820107;ME;Bangor;Charles Street;64;04401
44.8034076;-68.7817584;ME;Bangor;Union Street;341;04401
44.8034664;-68.7818972;ME;Bangor;Union Street;345;04401
44.8034845;-68.7819351;ME;Bangor;Union Street;347;04401
44.8054132;-68.7807708;ME;Bangor;Charles Street;9;04401
44.8055615;-68.7806058;ME;Bangor;Charles Street;3;04401
44.8052908;-68.7850516;ME;Bangor;Jackson Street;122;04401
44.8052530;-68.7816882;ME;Bangor;Highland Avenue;43;04401
44.8051367;-68.7820933;ME;Bangor;Highland Avenue;48;04401
44.8057972;-68.7814901;ME;Bangor;James Street;44;04401
44.8059733;-68.7817740;ME;Bangor;James Street;41;04401
44.8060983;-68.7812361;ME;Bangor;James Street;32;04401
44.8062106;-68.7811282;ME;Bangor;James Street;28;04401
44.8066689;-68.7807155;ME;Bangor;James Street;12;04401
44.8066339;-68.7811898;ME;Bangor;James Street;17;04401
44.8068181;-68.7810247;ME;Bangor;James Street;11;04401
44.8067422;-68.7790397;ME;Bangor;Nelson Street;33;04401
44.8051262;-68.7789889;ME;Bangor;Everett Street;30;04401
44.8051397;-68.7789762;ME;Bangor;Everett Street;32;04401
44.8048920;-68.7788950;ME;Bangor;Court Street;155;04401
